,rada_id,full_name,party_id,65551|22012,65551|22013,65551|22035,65566|22014,65566|22030,65566|22037,65566|22038,65566|22039,65691|23409,65691|23410,65942|24111,65942|24112,65942|23923,65861|23588,65862|23589,65880|23590,65881|23591,65599|24149,65599|23609,65875|23592,65884|23593,65885|23594,65572|22042,65432|21938,66050|24144,65825|23393,65825|23414,65825|23415,65825|23416,65825|23417,65825|23418,65825|23419,65847|24155,65899|23674,65902|23675
59,477,Богдан Руслан Дмитрович,6,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,5.Absent,5.Absent,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,5.Absent,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,1.Yes
60,243,Богомолець Ольга Вадимівна,2,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes,1.Yes
61,53,Богуслаєв Вячеслав Олександрович,8,5.Absent,5.Absent,3.Abstain,5.Absent,3.Abstain,1.Yes,1.Yes,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,3.Abstain,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,2.No,1.Yes,1.Yes
62,239,Бойко Олена Петрівна,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes
63,326,Бойко Юрій Анатолійович,0,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,3.Abstain,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote
64,150,Бондар Віктор Васильович,10,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,4.Did not vote,4.Did not vote
65,84,Бондар Михайло Леонтійович,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,3.Abstain,3.Abstain,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,1.Yes
66,294,Брензович Василь Іванович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,1.Yes,3.Abstain,3.Abstain,1.Yes,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes
67,463,Бригинець Олександр Михайлович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,2.No,1.Yes
68,225,Бриченко Ігор Віталійович,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes
69,108,Бублик Юрій Васильович,0,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,3.Abstain,1.Yes,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes,5.Absent,5.Absent,5.Absent,1.Yes,4.Did not vote,1.Yes,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,3.Abstain,1.Yes
70,481,Буглак Юрій Олександрович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,3.Abstain,1.Yes
71,162,Бурбак Максим Юрійович,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,2.No,1.Yes
72,124,Бухарєв Владислав Вікторович,6,5.Absent,5.Absent,1.Yes,5.Absent,1.Yes,1.Yes,3.Abstain,3.Abstain,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,3.Abstain,5.Absent,5.Absent,5.Absent,1.Yes,5.Absent,4.Did not vote,1.Yes,1.Yes,5.Absent,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes,1.Yes
73,327,Вілкул Олександр Юрійович,4,4.Did not vote,1.Yes,4.Did not vote,3.Abstain,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,3.Abstain,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes
74,144,Вінник Іван Юлійович,2,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,4.Did not vote,5.Absent,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent
75,356,Вітко Артем Леонідович,5,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,5.Absent,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,5.Absent,1.Yes,1.Yes
76,95,Вадатурський Андрій Олексійович,2,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,3.Abstain,1.Yes
77,57,Валентиров Сергій Васильович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,1.Yes
78,223,Ванат Петро Михайлович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,197,Васюник Ігор Васильович,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,3.Abstain,1.Yes
80,466,Велікін Олег Маркович,2,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes
81,218,Величкович Микола Романович,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,3.Abstain,3.Abstain,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,1.Yes
82,304,Веселова Наталія Василівна,0,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,5.Absent,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,5.Absent,5.Absent,5.Absent,1.Yes,4.Did not vote,5.Absent,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,1.Yes,1.Yes
83,222,Висоцький Сергій Віталійович,1,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,2.No,2.No,2.No,2.No,1.Yes,1.Yes,1.Yes,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,2.No,1.Yes
84,384,Власенко Сергій Володимирович,6,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes
85,369,Вовк Віктор Іванович,5,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,2.No,2.No,2.No,2.No,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes
86,115,Вознюк Юрій Володимирович,1,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,2.No,2.No,2.No,2.No,4.Did not vote,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,3.Abstain,1.Yes
87,316,Войціцька Вікторія Михайлівна,3,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,3.Abstain,1.Yes,1.Yes,3.Abstain,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes
88,224,Войцеховська Світлана Михайлівна,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,5.Absent,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,3.Abstain,4.Did not vote
89,337,Воропаєв Юрій Миколайович,4,1.Yes,1.Yes,1.Yes,3.Abstain,3.Abstain,3.Abstain,3.Abstain,3.Abstain,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,3.Abstain,3.Abstain,3.Abstain,4.Did not vote,3.Abstain,1.Yes,3.Abstain,4.Did not vote,2.No,1.Yes,1.Yes,1.Yes,1.Yes,2.No,4.Did not vote,4.Did not vote
90,357,Вощевський Валерій Миколайович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,139,Гіршфельд Анатолій Мусійович,8,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,5.Absent,5.Absent,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,5.Absent,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes
92,33,Гєллєр Євгеній Борисович,10,4.Did not vote,4.Did not vote,3.Abstain,1.Yes,4.Did not vote,3.Abstain,3.Abstain,3.Abstain,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote
93,69,Гаврилюк Михайло Віталійович,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,1.Yes
94,359,Галасюк Віктор Валерійович,5,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,4.Did not vote,2.No,2.No,2.No,2.No,2.No,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes
95,21,Гальченко Андрій Володимирович,4,1.Yes,1.Yes,1.Yes,3.Abstain,3.Abstain,3.Abstain,3.Abstain,3.Abstain,1.Yes,1.Yes,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,3.Abstain,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,3.Abstain,1.Yes,4.Did not vote,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,1.Yes,1.Yes
96,81,Гарбуз Юрій Григорійович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,287,Гвоздьов Михайло Олексійович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,278,Герасимов Артур Володимирович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,3.Abstain,1.Yes,1.Yes,3.Abstain,3.Abstain,3.Abstain,5.Absent,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,3.Abstain,1.Yes
99,247,Геращенко Ірина Володимирівна,0,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,3.Abstain,3.Abstain,3.Abstain,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes
100,201,Геращенко Антон Юрійович,1,5.Absent,1.Yes,5.Absent,1.Yes,5.Absent,5.Absent,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes
101,151,Герега Олександр Володимирович,0,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,3.Abstain,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent
102,125,Головко Михайло Йосифович,0,5.Absent,5.Absent,4.Did not vote,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,2.No,2.No,2.No,2.No,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes
103,156,Голуб Владислав Володимирович,0,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,3.Abstain,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes
104,100,Голубов Дмитро Іванович,2,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,1.Yes
105,275,Гончаренко Олексій Олексійович,2,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,2.No,1.Yes
106,296,Гопко Ганна Миколаївна,0,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote
107,219,Горбунов Олександр Володимирович,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes
108,44,Горват Роберт Іванович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,2.No,1.Yes,1.Yes,2.No,2.No,2.No,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes
109,143,Гордєєв Андрій Анатолійович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,291,Грановський Олександр Михайлович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,5.Absent,5.Absent,5.Absent,3.Abstain,3.Abstain,3.Abstain,3.Abstain,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,5.Absent,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,3.Abstain,1.Yes
111,252,Гринів Ігор Олексійович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes
112,189,Гриневич Лілія Михайлівна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,244,Гройсман Володимир Борисович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,66,Гудзенко Віталій Іванович,2,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,5.Absent,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes
115,10,Гузь Ігор Володимирович,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes
116,485,Гулак Олександр Миколайович,5,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,2.No,2.No,2.No,2.No,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes
117,103,Гуляєв Василь Олександрович,10,3.Abstain,1.Yes,4.Did not vote,3.Abstain,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,1.Yes,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,3.Abstain,3.Abstain,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote
118,339,Гусак Володимир Георгійович,4,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,3.Abstain,4.Did not vote,3.Abstain,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes
