id,name_ukr,name_eng,gender,party,faction,convocation,date_oath,date_resignation,elected,age,education,specialization,committee,birthday,assistants,facebook,twitter
208,Кузьменко Анатолій Іванович,Kuz'menko Anatoliy Ivanovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,constituency,64,higher education,ceo,Committee on Agrarian Policy and Land Relations,29.07.1950,7,,
209,Кулініч Олег Іванович,Kulinich Oleh Ivanovych,male,non-affiliated,"Group ""Vidrodzhennia""",8,27.11.2014,,constituency,48,higher education,parliament member,Committee on Agrarian Policy and Land Relations,25.11.1966,24,https://www.facebook.com/OlehKulinich/,
210,Куліч Валерій Петрович,Kulich Valeriy Petrovych,male,"partiya ""blok petra poroshenka""",,8,27.11.2014,19.05.2015,constituency,41,higher education,ceo,,28.08.1973,0,,
211,Куліченко Іван Іванович,Kulichenko Ivan Ivanovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,59,higher education,local government,Budget Committee,07.07.1955,23,https://www.facebook.com/Kulichenko,
212,Куніцин Сергій Володимирович,Kunitsyn Serhiy Volodymyrovych,male,non-affiliated,Petro Poroshenko Block,8,04.12.2014,,party system,54,higher education,parliament member,Committee on Social Policy and Labor,27.07.1960,20,https://www.facebook.com/profile.php?id=100011141229203,
213,Купрієнко Олег Васильович,Kupriyenko Oleh Vasyl'ovych,male,radikalna partiya olega lyashka,Radical Party of Oleg Lyashko,8,27.11.2014,,party system,50,higher education,lawyer,"Committee on the Rules of Procedure, Parliamentary Ethics and Organization of the Verkhovna Rada of Ukraine",18.08.1964,28,https://www.facebook.com/profile.php?id=100001099433721,
214,Купрій Віталій Миколайович,Kupriy Vitaliy Mykolayovych,male,non-affiliated,non-affiliated,8,27.11.2014,,constituency,41,higher education,manager,Committee on Legislative Support of Law Enforcement,20.08.1973,23,https://www.facebook.com/vitaliy.kupriy,
215,Курило Віталій Семенович,Kurylo Vitaliy Semenovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,58,higher education,education,Committee on State Building and Local Self-Government,02.02.1957,25,https://www.facebook.com/VSKurilo,
216,Курячий Максим Павлович,Kuryachyy Maksym Pavlovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,constituency,35,higher education,self-employed,Tax and Customs Policy Committee,08.11.1979,27,https://www.facebook.com/kuryachiy,
217,Кутовий Тарас Вікторович,Kutovyy Taras Viktorovych,male,non-affiliated,non-affiliated,8,27.11.2014,14.04.2016,constituency,39,higher education,parliament member,,25.02.1976,0,,
218,Кучер Микола Іванович,Kucher Mykola Ivanovych,male,ukrayinska narodna partiya,Petro Poroshenko Block,8,27.11.2014,,constituency,55,higher education,government,Committee on Agrarian Policy and Land Relations,24.08.1959,22,https://www.facebook.com/m.i.kucher,
219,Лабазюк Сергій Петрович,Labazyuk Serhiy Petrovych,male,non-affiliated,"Group ""Volia narodu""",8,27.11.2014,,constituency,35,higher education,parliament member,Committee on Agrarian Policy and Land Relations,04.06.1980,10,https://www.facebook.com/SergiyLobazyuk,
220,Лаврик Микола Іванович,Lavryk Mykola Ivanovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,62,higher education,ceo,Tax and Customs Policy Committee,30.06.1952,17,https://www.facebook.com/profile.php?id=100007926224698,
221,Лаврик Олег Васильович,Lavryk Oleh Vasyl'ovych,male,"politichna partiya ""ob'yednannya ""samopomich""","""Obyednannya ""Samopomich""",8,27.11.2014,,party system,42,higher education,ceo,Committee on Finance and Banking,20.04.1973,13,https://www.facebook.com/profile.php?id=100001542360542,
222,Ланьо Михайло Іванович,Lan'o Mykhaylo Ivanovych,male,non-affiliated,"Group ""Vidrodzhennia""",8,27.11.2014,,constituency,50,higher education,parliament member,Committee on Combating Organized Crime and Corruption,17.11.1964,28,https://www.facebook.com/profile.php?id=100009988157854,
223,Лапін Ігор Олександрович,Lapin Ihor Oleksandrovych,male,non-affiliated,"""Narodnyi Front""",8,27.11.2014,,constituency,46,higher education,lawyer,,28.05.1969,10,https://www.facebook.com/igoroleksandrovychlapin,
224,Ларін Сергій Миколайович,Larin Serhiy Mykolayovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,party system,53,higher education,manager,Committee on Foreign Affairs,11.01.1962,15,https://www.facebook.com/SNLarin,https://twitter.com/SN_Larin
225,Левус Андрій Мар'янович,"Levus Andriy Mar""yanovych",male,non-affiliated,"""Narodnyi Front""",8,27.11.2014,,party system,35,higher education,manager,National Security and Defense Committee,09.08.1979,24,https://www.facebook.com/profile.php?id=100000077905605,
226,Левченко Юрій Володимирович,Levchenko Yuriy Volodymyrovych,male,"politichna partiya vseukrayinske ob'yednannya ""svoboda""",non-affiliated,8,27.11.2014,,constituency,30,higher education,adviser,Budget Committee,01.10.1984,26,https://www.facebook.com/Y.V.Levchenko/,
227,Ледовських Олена Володимирівна,Ledovs'kykh Olena Volodymyrivna,female,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,party system,55,higher education,parliament member,Committee on State Building and Local Self-Government,06.04.1960,11,https://www.facebook.com/elena.ledovskykh,
228,Ленський Олексій Олексійович,Lens'kyy Oleksiy Oleksiyovych,male,radikalna partiya olega lyashka,Radical Party of Oleg Lyashko,8,27.11.2014,,party system,40,higher education,adviser,Committee on environmental policy,25.02.1975,19,https://www.facebook.com/aleksey.lenskyy,
229,Лесюк Ярослав Васильович,Lesyuk Yaroslav Vasyl'ovych,male,non-affiliated,Petro Poroshenko Block,8,27.01.2015,,party system,63,higher education,ngo,Committee on Culture,08.05.1952,3,https://www.facebook.com/ylesyuk,
230,Лещенко Сергій Анатолійович,Leshchenko Serhiy Anatoliyovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,party system,34,higher education,manager,Committee on Combating Organized Crime and Corruption,30.08.1980,12,https://www.facebook.com/leshchenko.ukraine,https://twitter.com/Leshchenkos
231,Литвин Володимир Михайлович,Lytvyn Volodymyr Mykhaylovych,male,narodna partiya,"Group ""Volia narodu""",8,27.11.2014,,constituency,59,higher education,parliament member,Committee on Science and Education,28.04.1956,22,https://www.facebook.com/vm.lytvyn,
232,Лівік Олександр Петрович,Livik Oleksandr Petrovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,44,higher education,manager,"Committee on Energy Complex, Nuclear Policy and Nuclear Safety",30.06.1970,7,https://www.facebook.com/profile.php?id=100012913485475,
233,Лінько Дмитро Володимирович,Lin'ko Dmytro Volodymyrovych,male,non-affiliated,Radical Party of Oleg Lyashko,8,27.11.2014,,party system,27,higher education,military,Committee on Transport and Communications,14.07.1987,27,https://www.facebook.com/dmytro.linko,
234,Логвинський Георгій Володимирович,Lohvyns'kyy Heorhiy Volodymyrovych,male,non-affiliated,"""Narodnyi Front""",8,27.11.2014,,party system,36,higher education,lawyer,Committee on Human Rights,03.08.1978,7,https://www.facebook.com/georgiylogvinskiy,
235,Лозовой Андрій Сергійович,Lozovoy Andriy Serhiyovych,male,radikalna partiya olega lyashka,Radical Party of Oleg Lyashko,8,27.11.2014,,party system,26,higher education,adviser,Committee on Rule of Law and Justice,03.06.1989,23,https://www.facebook.com/Andriy.Lozovyi,
236,Лопушанський Андрій Ярославович,Lopushans'kyy Andriy Yaroslavovych,male,politichna partiya kongres ukrayinskih nacionalistiv,Petro Poroshenko Block,8,27.11.2014,,constituency,52,higher education,unemployment,"Committee on Energy Complex, Nuclear Policy and Nuclear Safety",04.12.1962,30,https://www.facebook.com/AndrewLopushansky,
237,Лубінець Дмитро Валерійович,Lubinets' Dmytro Valeriyovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,constituency,33,higher education,lawyer,"Committee on the Rules of Procedure, Parliamentary Ethics and Organization of the Verkhovna Rada of Ukraine",04.07.1981,31,https://www.facebook.com/dmytro.lubinets,https://twitter.com/lubinetzs
238,Лук'янчук Руслан Валерійович,"Luk""yanchuk Ruslan Valeriyovych",male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,party system,43,higher education,parliament member,Committee on Informatization and Information Technologies,19.03.1972,8,,
239,Лунченко Валерій Валерійович,Lunchenko Valeriy Valeriyovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,party system,32,higher education,parliament member,Committee on Agrarian Policy and Land Relations,13.10.1982,20,https://www.facebook.com/valeriy.lunchenko,
240,Луценко Ігор Вікторович,Lutsenko Ihor Viktorovych,male,non-affiliated,"""Vseukrayins'ke obyednannya ""Bat'kivshchyna""",8,27.11.2014,,party system,36,higher education,military,Committee on Combating Organized Crime and Corruption,10.11.1978,29,https://www.facebook.com/igor.lutsenko,
241,Луценко Ірина Степанівна,Lutsenko Iryna Stepanivna,female,non-affiliated,Petro Poroshenko Block,8,27.01.2015,,party system,49,higher education,parliament member,Committee on Foreign Affairs,07.02.1966,6,,
242,Луценко Юрій Віталійович,Lutsenko Yuriy Vitaliyovych,male,"partiya ""blok petra poroshenka""",non-affiliated,8,27.11.2014,12.05.2016,party system,50,higher education,politics,,14.12.1964,0,,
243,Льовочкін Сергій Володимирович,L'ovochkin Serhiy Volodymyrovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,party system,42,higher education,parliament member,National Security and Defense Committee,17.07.1972,7,https://www.facebook.com/profile.php?id=994920667186132/,https://twitter.com/serhiylovochkin
244,Льовочкіна Юлія Володимирівна,L'ovochkina Yuliya Volodymyrivna,female,non-affiliated,Opposition Bloc,8,27.11.2014,,party system,38,higher education,parliament member,Committee on Foreign Affairs,17.02.1977,7,,
245,Люшняк Микола Володимирович,Lyushnyak Mykola Volodymyrovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,41,higher education,ceo,Committee on Agrarian Policy and Land Relations,08.02.1974,17,https://www.facebook.com/lyushniak.mykola,
246,Ляшко Олег Валерійович,Lyashko Oleh Valeriyovych,male,radikalna partiya olega lyashka,Radical Party of Oleg Lyashko,8,27.11.2014,,party system,42,higher education,parliament member,Tax and Customs Policy Committee,03.12.1972,18,https://www.facebook.com/O.Liashko,https://twitter.com/OVLiashko
247,Макар'ян Давид Борисович,"Makar""yan Davyd Borysovych",male,non-affiliated,Petro Poroshenko Block,8,04.12.2014,,party system,30,higher education,adviser,Committee on Transport and Communications,12.08.1984,25,https://www.facebook.com/profile.php?id=754123224729365/,
248,Македон Юрій Миколайович,Makedon Yuriy Mykolayovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,34,higher education,ceo,Committee on Rule of Law and Justice,24.10.1980,25,https://www.facebook.com/yura.makedon,
249,Мамчур Юлій Валерійович,Mamchur Yuliy Valeriyovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,party system,43,higher education,military,National Security and Defense Committee,15.08.1971,19,https://www.facebook.com/profile.php?id=100008577309283,
250,Маркевич Ярослав Володимирович,Markevych Yaroslav Volodymyrovych,male,non-affiliated,"""Obyednannya ""Samopomich""",8,27.11.2014,,party system,41,secondary,self-employed,Budget Committee,03.12.1973,25,https://www.facebook.com/markevich.yaroslav,
251,Мартиненко Микола Володимирович,Martynenko Mykola Volodymyrovych,male,"politichna partiya ""narodniy front""",,8,27.11.2014,22.12.2015,party system,54,higher education,parliament member,,12.01.1961,0,,
252,Мартиняк Сергій Васильович,Martynyak Serhiy Vasyl'ovych,male,non-affiliated,"Group ""Volia narodu""",8,27.11.2014,,constituency,44,higher education,parliament member,Committee on Agrarian Policy and Land Relations,04.03.1971,20,,
253,Мартовицький Артур Володимирович,Martovyts'kyy Artur Volodymyrovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,constituency,50,higher education,parliament member,"Committee on Energy Complex, Nuclear Policy and Nuclear Safety",16.06.1964,28,https://www.facebook.com/avmartovitskiy,
254,Марченко Олександр Олександрович,Marchenko Oleksandr Oleksandrovych,male,"politichna partiya vseukrayinske ob'yednannya ""svoboda""",non-affiliated,8,27.11.2014,,constituency,50,higher education,ceo,"Committee on Construction, Transport, Housing and Communal Services and Communications",14.01.1965,20,https://www.facebook.com/profile.php?id=100006182508637,
255,Масоріна Олена Сергіївна,Masorina Olena Serhiyivna,female,non-affiliated,"""Narodnyi Front""",8,27.11.2014,,party system,29,higher education,manager,Committee on European Integration,17.03.1986,15,https://www.facebook.com/olena.masorina,
256,Матвієнко Анатолій Сергійович,Matviyenko Anatoliy Serhiyovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,party system,62,higher education,adviser,Budget Committee,22.03.1953,18,https://www.facebook.com/asmatvienko,
257,Матвієнков Сергій Анатолійович,Matviyenkov Serhiy Anatoliyovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,constituency,57,higher education,parliament member,Committee on economic policy,16.11.1957,13,https://www.facebook.com/sergey.matvienkov,
258,Матвійчук Едуард Леонідович,Matviychuk Eduard Leonidovych,male,non-affiliated,non-affiliated,8,27.11.2014,,constituency,52,higher education,unemployment,Committee on State Building and Local Self-Government,27.04.1963,18,,
259,Матейченко Костянтин Володимирович,Mateychenko Kostyantyn Volodymyrovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,party system,44,higher education,local government,Committee on Combating Organized Crime and Corruption,17.12.1970,13,https://www.facebook.com/profile.php?id=100006669617982,
260,Матіос Марія Василівна,Matios Mariya Vasylivna,female,non-affiliated,Petro Poroshenko Block,8,02.12.2014,,party system,55,higher education,parliament member,Committee on Culture,19.12.1959,2,,
261,Матківський Богдан Миронович,Matkivs'kyy Bohdan Myronovych,male,non-affiliated,non-affiliated,8,27.11.2014,,constituency,35,higher education,ceo,Committee on economic policy,14.02.1980,21,https://www.facebook.com/matkivskuj,
262,Матузко Олена Олександрівна,Matuzko Olena Oleksandrivna,female,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,party system,38,higher education,adviser,Committee on Informatization and Information Technologies,04.11.1976,8,https://www.facebook.com/matuzko,
263,Мацола Роман Миколайович,Matsola Roman Mykolayovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,constituency,40,higher education,manager,Committee on Legislative Support of Law Enforcement,11.08.1974,15,https://www.facebook.com/roman.matsola/,
264,Медуниця Олег Вячеславович,Medunytsya Oleh Vyacheslavovych,male,non-affiliated,"""Narodnyi Front""",8,27.11.2014,,constituency,43,higher education,parliament member,Budget Committee,27.07.1971,28,https://www.facebook.com/oleg.medunitsya,
265,Мельник Сергій Іванович,Mel'nyk Serhiy Ivanovych,male,"politichna partiya vseukrayinske ob'yednannya ""batkivshina""",Petro Poroshenko Block,8,27.11.2014,,constituency,50,higher education,local government,Budget Committee,22.02.1965,12,,
266,Мельниченко Володимир Володимирович,Mel'nychenko Volodymyr Volodymyrovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,50,higher education,parliament member,Committee on Rule of Law and Justice,01.02.1965,25,https://www.facebook.com/profile.php?id=100005732172873,
267,Мельничук Іван Іванович,Mel'nychuk Ivan Ivanovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,constituency,46,higher education,local government,Committee on Combating Organized Crime and Corruption,08.02.1969,15,https://www.facebook.com/ivan.melnychuk.7,
268,Мельничук Сергій Петрович,Mel'nychuk Serhiy Petrovych,male,non-affiliated,"Group ""Volia narodu""",8,27.11.2014,,party system,43,higher education,military,"Committee on Health, Maternity and Childhood",26.01.1972,27,https://www.facebook.com/SergiyMelnuchykKombatAidar,
n/a,Мепарішвілі Хвича Нодарович,Meparishvili Khvycha Nodarovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,21.04.2016,,party system,44,higher education,manager,Budget Committee,07.08.1972,15,https://www.facebook.com/georgij.meparishvili,
n/a,Микитась Максим Вікторович,Mykytas' Maksym Viktorovych,male,non-affiliated,,8,06.09.2016,,constituency,36,higher education,ceo,Budget Committee,13.09.1980,13,https://www.facebook.com/maxim.mikitas,
269,Мирний Іван Миколайович,Myrnyy Ivan Mykolayovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,party system,60,higher education,parliament member,Committee on Combating Organized Crime and Corruption,06.07.1954,7,,
270,Мисик Володимир Юрійович,Mysyk Volodymyr Yuriyovych,male,non-affiliated,"Group ""Vidrodzhennia""",8,27.11.2014,,constituency,50,higher education,parliament member,Committee on Legislative Support of Law Enforcement,31.01.1965,8,,
271,Мірошник Андрій Миколайович,Miroshnyk Andriy Mykolayovych,male,non-affiliated,,8,27.11.2014,13.05.2015,party system,34,higher education,government,,02.11.1980,0,,
272,Мірошниченко Юрій Романович,Miroshnychenko Yuriy Romanovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,party system,45,higher education,parliament member,Committee on Legislative Support of Law Enforcement,03.02.1970,7,https://www.facebook.com/umirosnicenko,https://twitter.com/Yurii_Mir
273,Мірошніченко Іван Володимирович,Miroshnichenko Ivan Volodymyrovych,male,non-affiliated,"""Obyednannya ""Samopomich""",8,27.11.2014,,party system,42,higher education,unemployment,Committee on Agrarian Policy and Land Relations,29.08.1972,7,,
274,Міщенко Сергій Григорович,Mishchenko Serhiy Hryhorovych,male,non-affiliated,non-affiliated,8,27.11.2014,,constituency,43,higher education,parliament member,Committee on Rule of Law and Justice,13.08.1971,14,https://www.facebook.com/profile.php?id=100004207506810,
275,Молоток Ігор Федорович,Molotok Ihor Fedorovych,male,non-affiliated,"Group ""Volia narodu""",8,27.11.2014,,constituency,48,higher education,parliament member,Budget Committee,04.06.1967,8,https://www.facebook.com/igor.molotok,
276,Мороко Юрій Миколайович,Moroko Yuriy Mykolayovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,party system,62,higher education,unemployment,Committee on Informatization and Information Technologies,06.05.1953,4,,
277,Мосійчук Ігор Володимирович,Mosiychuk Ihor Volodymyrovych,male,radikalna partiya olega lyashka,Radical Party of Oleg Lyashko,8,27.11.2014,,party system,43,secondary,ngo,Committee on Legislative Support of Law Enforcement,05.05.1972,29,https://www.facebook.com/igor.mosijcuk,
278,Москаленко Ярослав Миколайович,Moskalenko Yaroslav Mykolayovych,male,non-affiliated,"Group ""Volia narodu""",8,27.11.2014,,constituency,40,higher education,parliament member,Committee on environmental policy,28.04.1975,19,https://www.facebook.com/yarmoskalenko,
279,Мураєв Євгеній Володимирович,Murayev Yevheniy Volodymyrovych,male,non-affiliated,non-affiliated,8,27.11.2014,,constituency,38,higher education,parliament member,Tax and Customs Policy Committee,02.12.1976,17,https://www.facebook.com/yevgeniy.murayev,
280,Мусій Олег Степанович,Musiy Oleh Stepanovych,male,non-affiliated,non-affiliated,8,27.11.2014,,constituency,50,higher education,government,"Committee on Health, Maternity and Childhood",12.05.1965,25,https://www.facebook.com/oleh.musij,
281,Мушак Олексій Петрович,Mushak Oleksiy Petrovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,party system,33,higher education,self-employed,Committee on Agrarian Policy and Land Relations,28.02.1982,12,https://www.facebook.com/oleksiy.mushak,
282,Найєм Мустафа-Масі,Nayyem Mustafa-Masi,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,party system,33,higher education,journalist,Committee on European Integration,28.06.1981,5,https://www.facebook.com/Mustafanayyem,https://twitter.com/mefimus
283,Насалик Ігор Степанович,Nasalyk Ihor Stepanovych,male,non-affiliated,non-affiliated,8,27.11.2014,14.04.2016,constituency,52,higher education,local government,,25.11.1962,0,,
284,Насіров Роман Михайлович,Nasirov Roman Mykhaylovych,male,"partiya ""blok petra poroshenka""",,8,27.11.2014,02.09.2015,party system,36,higher education,manager,,03.03.1979,0,https://www.facebook.com/rmnukr,https://twitter.com/RomanNasirov
285,Негой Федір Федорович,Nehoy Fedir Fedorovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,57,higher education,parliament member,Committee on Agrarian Policy and Land Relations,09.03.1958,12,https://www.facebook.com/profile.php?id=100009027600817,
286,Недава Олег Анатолійович,Nedava Oleh Anatoliyovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,45,higher education,manager,Committee on environmental policy,26.10.1969,15,https://www.facebook.com/profile.php?id=100001261912525,
287,Немировський Андрій Валентинович,Nemyrovs'kyy Andriy Valentynovych,male,non-affiliated,Petro Poroshenko Block,8,19.05.2015,,party system,32,higher education,adviser,Committee on Combating Organized Crime and Corruption,23.09.1983,14,https://www.facebook.com/nemi.and,
288,Немиря Григорій Михайлович,Nemyrya Hryhoriy Mykhaylovych,male,"politichna partiya vseukrayinske ob'yednannya ""batkivshina""","""Vseukrayins'ke obyednannya ""Bat'kivshchyna""",8,27.11.2014,,party system,55,higher education,parliament member,Committee on Human Rights,05.04.1960,8,https://www.facebook.com/profile.php?id=100004412837426,
289,Нестеренко Вадим Григорович,Nesterenko Vadym Hryhorovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,44,higher education,manager,Committee on Agrarian Policy and Land Relations,05.12.1970,15,,
290,Нечаєв Олександр Ігоревич,Nechayev Oleksandr Ihorevych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,party system,51,higher education,parliament member,Committee on Industrial Policy,15.06.1963,13,,
291,Ничипоренко Валентин Миколайович,Nychyporenko Valentyn Mykolayovych,male,non-affiliated,"Group ""Vidrodzhennia""",8,27.11.2014,,constituency,54,higher education,parliament member,Tax and Customs Policy Committee,25.02.1961,17,,
292,Німченко Василь Іванович,Nimchenko Vasyl' Ivanovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,party system,64,higher education,unemployment,Committee on Rule of Law and Justice,13.09.1950,25,https://www.facebook.com/profile.php?id=100008067014683,
293,Новак Наталія Василівна,Novak Nataliya Vasylivna,female,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,party system,59,higher education,parliament member,Committee on Rule of Law and Justice,21.11.1955,15,https://www.facebook.com/novak.udar,
294,Новинський Вадим Владиславович,Novyns'kyy Vadym Vladyslavovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,party system,52,higher education,parliament member,Committee on Culture,03.06.1963,10,https://www.facebook.com/novynskyi/,
295,Огнєвіч Злата Леонідівна,Ohnyevich Zlata Leonidivna,female,non-affiliated,,8,27.11.2014,22.12.2015,party system,29,higher education,signer,,12.01.1986,0,,
n/a,Одарченко Юрій Віталійович,Odarchenko Yuriy Vitaliyovych,male,"politichna partiya vseukrayinske ob'yednannya ""batkivshina""","""Vseukrayins'ke obyednannya ""Bat'kivshchyna""",8,06.09.2016,,constituency,56,higher education,manager,"Committee on Construction, Transport, Housing and Communal Services and Communications",05.04.1960,27,https://www.facebook.com/kmpointernet,
296,Омельянович Денис Сергійович,Omel'yanovych Denys Serhiyovych,male,partiya regioniv,Opposition Bloc,8,27.11.2014,,constituency,37,higher education,parliament member,Committee on Agrarian Policy and Land Relations,17.07.1977,5,,
297,Онищенко Олександр Романович,Onyshchenko Oleksandr Romanovych,male,non-affiliated,"Group ""Volia narodu""",8,27.11.2014,,constituency,46,higher education,parliament member,"Committee on Energy Complex, Nuclear Policy and Nuclear Safety",31.03.1969,17,https://www.facebook.com/aleksandr.onyshenko,
298,Онуфрик Богдан Семенович,Onufryk Bohdan Semenovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,party system,57,higher education,unemployment,Committee on Freedom of Speech and Information,15.04.1958,20,https://www.facebook.com/bogdan.onufryk,
299,Опанасенко Олександр Валерійович,Opanasenko Oleksandr Valeriyovych,male,non-affiliated,"""Obyednannya ""Samopomich""",8,27.11.2014,,party system,38,higher education,manager,Committee on Freedom of Speech and Information,20.04.1977,6,https://www.facebook.com/oleksandr.opanasenko,
300,Остапчук Віктор Миколайович,Ostapchuk Viktor Mykolayovych,male,"partiya ""vidrodzhennya""","Group ""Vidrodzhennia""",8,27.11.2014,,constituency,60,higher education,parliament member,Committee on Transport and Communications,16.05.1955,28,https://www.facebook.com/ostapchuk.virtual,
301,Острікова Тетяна Георгіївна,Ostrikova Tetyana Heorhiyivna,female,non-affiliated,"""Obyednannya ""Samopomich""",8,27.11.2014,,party system,36,higher education,manager,Tax and Customs Policy Committee,22.01.1979,5,https://www.facebook.com/Tetiana.Ostrikova,
302,Осуховський Олег Іванович,Osukhovs'kyy Oleh Ivanovych,male,"politichna partiya vseukrayinske ob'yednannya ""svoboda""",non-affiliated,8,27.11.2014,,constituency,36,higher education,parliament member,Committee on Combating Organized Crime and Corruption,18.06.1978,30,https://www.facebook.com/osuhovskyi,
303,Павелко Андрій Васильович,Pavelko Andriy Vasyl'ovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,party system,39,higher education,parliament member,Budget Committee,07.10.1975,20,https://www.facebook.com/andriy.pavelko,
304,Павленко Ростислав Миколайович,Pavlenko Rostyslav Mykolayovych,male,non-affiliated,,8,27.11.2014,14.01.2015,party system,38,higher education,parliament member,,19.08.1976,0,,
305,Павленко Юрій Олексійович,Pavlenko Yuriy Oleksiyovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,party system,40,higher education,ngo,Committee on Freedom of Speech and Information,20.03.1975,22,https://www.facebook.com/Yurij.Pavlenko,
306,Павлов Костянтин Юрійович,Pavlov Kostyantyn Yuriyovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,constituency,42,higher education,parliament member,Budget Committee,12.01.1973,18,https://www.facebook.com/Konstantin.Pavlov.main,
307,Паламарчук Микола Петрович,Palamarchuk Mykola Petrovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,party system,61,higher education,parliament member,,25.04.1954,28,https://www.facebook.com/profile.php?id=100011615687173,
308,Палатний Артур Леонідович,Palatnyy Artur Leonidovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,party system,41,higher education,parliament member,"Committee on youth policy, sports and tourism",15.07.1973,25,https://www.facebook.com/Artur.Palatnyi/,
309,Папієв Михайло Миколайович,Papiyev Mykhaylo Mykolayovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,party system,54,higher education,unemployment,"Committee on the Rules of Procedure, Parliamentary Ethics and Organization of the Verkhovna Rada of Ukraine",01.10.1960,5,https://www.facebook.com/Mykhailo.Papiyev,
310,Парасюк Володимир Зіновійович,Parasyuk Volodymyr Zinoviyovych,male,non-affiliated,non-affiliated,8,27.11.2014,,constituency,27,secondary,military,Committee on Combating Organized Crime and Corruption,09.07.1987,20,https://www.facebook.com/ParasiukVolodymyr/,
311,Парубій Андрій Володимирович,Parubiy Andriy Volodymyrovych,male,"politichna partiya ""narodniy front""",non-affiliated,8,27.11.2014,,party system,44,higher education,ngo,,31.01.1971,9,https://www.facebook.com/andriy.parubiy,https://twitter.com/AndriyParubiy
312,Пастух Тарас Тимофійович,Pastukh Taras Tymofiyovych,male,ukrayinska narodna partiya,"""Obyednannya ""Samopomich""",8,27.11.2014,,constituency,37,higher education,manager,National Security and Defense Committee,20.03.1978,13,https://www.facebook.com/taras.pastukh.35,
313,Пацкан Валерій Васильович,Patskan Valeriy Vasyl'ovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,party system,40,higher education,parliament member,Committee on Human Rights,21.04.1975,20,https://www.facebook.com/valerij.packan,
314,Пашинський Сергій Володимирович,Pashyns'kyy Serhiy Volodymyrovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,party system,48,higher education,parliament member,National Security and Defense Committee,14.10.1966,10,https://www.facebook.com/profile.php?id=100009285837723,
315,Петренко Олег Миколайович,Petrenko Oleh Mykolayovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,41,higher education,military,"Committee on youth policy, sports and tourism",17.09.1973,25,https://www.facebook.com/petrenko.oleh,
